Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""admin/kendaraan/daftar dealer kendaraan/button_Edit Dealer Penjualan Kendaraan_Batal""))",Chrome 118.0.0.0,,,2023-10-25 12:27:38,2023-10-25 12:27:39,0.638s,PASSED
,,,,,,,
Test Cases/admin_delete_dealer,Chrome 118.0.0.0,,,2023-10-25 12:27:39,2023-10-25 12:27:43,3.606s,PASSED
"click(findTestObject(""admin/kendaraan/daftar dealer kendaraan/button_Daftar Dealer Kendaraan""))",Chrome 118.0.0.0,,,2023-10-25 12:27:40,2023-10-25 12:27:41,0.568s,PASSED
"click(findTestObject(""admin/kendaraan/daftar dealer kendaraan/button_Hapus Dealer Penjualan Kendaraan""))",Chrome 118.0.0.0,,,2023-10-25 12:27:41,2023-10-25 12:27:41,0.644s,PASSED
"click(findTestObject(""admin/kendaraan/daftar dealer kendaraan/button_Hapus Dealer Penjualan Kendaraan_Batal""))",Chrome 118.0.0.0,,,2023-10-25 12:27:41,2023-10-25 12:27:43,1.162s,PASSED
,,,,,,,
Test Cases/logout_admin,Chrome 118.0.0.0,,,2023-10-25 12:27:43,2023-10-25 12:27:55,12.120s,PASSED
"click(findTestObject(""admin/button_icon profile""))",Chrome 118.0.0.0,,,2023-10-25 12:27:44,2023-10-25 12:27:44,0.637s,PASSED
delay(3),Chrome 118.0.0.0,,,2023-10-25 12:27:44,2023-10-25 12:27:47,3.105s,PASSED
"waitForElementPresent(findTestObject(""admin/button_Log Out""), 3)",Chrome 118.0.0.0,,,2023-10-25 12:27:47,2023-10-25 12:27:48,0.503s,PASSED
"waitForElementClickable(findTestObject(""admin/button_Log Out""), 3)",Chrome 118.0.0.0,,,2023-10-25 12:27:48,2023-10-25 12:27:49,0.868s,PASSED
"click(findTestObject(""admin/button_Log Out""))",Chrome 118.0.0.0,,,2023-10-25 12:27:49,2023-10-25 12:27:55,5.848s,PASSED
